type;brand;category;sku;ean;name;hexa;colorName;description;size
Men;Polo Ralph Lauren;UNDERWEAR;1319844;3615733929190;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ SAPPHIRE STAR/ CRUISE NAVY WHITE RUGBY STRIPE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";XS
Men;Polo Ralph Lauren;UNDERWEAR;1319844;3615733929183;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ SAPPHIRE STAR/ CRUISE NAVY WHITE RUGBY STRIPE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";S
Men;Polo Ralph Lauren;UNDERWEAR;1319844;3615733929176;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ SAPPHIRE STAR/ CRUISE NAVY WHITE RUGBY STRIPE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";M
Men;Polo Ralph Lauren;UNDERWEAR;1319844;3615733929206;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ SAPPHIRE STAR/ CRUISE NAVY WHITE RUGBY STRIPE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";L
Men;Polo Ralph Lauren;UNDERWEAR;1319844;3615733929213;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ SAPPHIRE STAR/ CRUISE NAVY WHITE RUGBY STRIPE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";XL
Men;Polo Ralph Lauren;UNDERWEAR;1319845;3615733929244;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ LIFEBOAT GREEN/ BERMUDA BLUE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";XS
Men;Polo Ralph Lauren;UNDERWEAR;1319845;3615733929237;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ LIFEBOAT GREEN/ BERMUDA BLUE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";S
Men;Polo Ralph Lauren;UNDERWEAR;1319845;3615733929220;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ LIFEBOAT GREEN/ BERMUDA BLUE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";M
Men;Polo Ralph Lauren;UNDERWEAR;1319845;3615733929251;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ LIFEBOAT GREEN/ BERMUDA BLUE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";L
Men;Polo Ralph Lauren;UNDERWEAR;1319845;3615733929268;Stretch Cotton Trunk 3-Pack;;CRUISE NAVY/ LIFEBOAT GREEN/ BERMUDA BLUE;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";XL
Men;Polo Ralph Lauren;UNDERWEAR;1319893;3615733948122;Stretch Cotton Trunk 3-Pack;;3pk Navy/Blue Heather/Pin;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";XS
Men;Polo Ralph Lauren;UNDERWEAR;1319893;3615733948115;Stretch Cotton Trunk 3-Pack;;3pk Navy/Blue Heather/Pin;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";S
Men;Polo Ralph Lauren;UNDERWEAR;1319893;3615733948108;Stretch Cotton Trunk 3-Pack;;3pk Navy/Blue Heather/Pin;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";M
Men;Polo Ralph Lauren;UNDERWEAR;1319893;3615733948139;Stretch Cotton Trunk 3-Pack;;3pk Navy/Blue Heather/Pin;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";L
Men;Polo Ralph Lauren;UNDERWEAR;1319893;3615733948146;Stretch Cotton Trunk 3-Pack;;3pk Navy/Blue Heather/Pin;"Each ultrasoft stretch cotton trunk in this essential three-pack is designed for all-day comfort. 
";XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1326863;3615734664496;Slim Fit Twill Shirt;#f8ecf0;Carmel Pink;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XS
Men;Polo Ralph Lauren;SPORTSHIRTS;1326863;3615734664472;Slim Fit Twill Shirt;;Carmel Pink;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;S
Men;Polo Ralph Lauren;SPORTSHIRTS;1326863;3615734664465;Slim Fit Twill Shirt;;Carmel Pink;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;M
Men;Polo Ralph Lauren;SPORTSHIRTS;1326863;3615734664458;Slim Fit Twill Shirt;;Carmel Pink;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;L
Men;Polo Ralph Lauren;SPORTSHIRTS;1326863;3615734664489;Slim Fit Twill Shirt;;Carmel Pink;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1326863;3615734664502;Slim Fit Twill Shirt;;Carmel Pink;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XXL
Men;Polo Ralph Lauren;SPORTSHIRTS;1326869;3615734664977;Slim Fit Twill Shirt;#adbef4;Harbor Island Blue;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XS
Men;Polo Ralph Lauren;SPORTSHIRTS;1326869;3615734664953;Slim Fit Twill Shirt;;Harbor Island Blue;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;S
Men;Polo Ralph Lauren;SPORTSHIRTS;1326869;3615734664946;Slim Fit Twill Shirt;;Harbor Island Blue;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;M
Men;Polo Ralph Lauren;SPORTSHIRTS;1326869;3615734664939;Slim Fit Twill Shirt;;Harbor Island Blue;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;L
Men;Polo Ralph Lauren;SPORTSHIRTS;1326869;3615734664960;Slim Fit Twill Shirt;;Harbor Island Blue;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XL
Men;Polo Ralph Lauren;SPORTSHIRTS;1326869;3615734664984;Slim Fit Twill Shirt;;Harbor Island Blue;Offered in a wide array of colors, this shirt brings a new degree of Polo style to your wardrobe with Polo Ralph Lauren’s Slim Fit and featherweight cotton twill.;XXL
Women;Polo Ralph Lauren;SWEATERS;1350692;3615731832775;Heathered Cable-Knit Sweater;;Dark Stone Grey Heather;"With its textural cable knit and heathered cotton construction, this sweater adds laid-back Polo style to any look.
";XXS
Women;Polo Ralph Lauren;SWEATERS;1350692;3615731832751;Heathered Cable-Knit Sweater;;Dark Stone Grey Heather;"With its textural cable knit and heathered cotton construction, this sweater adds laid-back Polo style to any look.
";XS
Women;Polo Ralph Lauren;SWEATERS;1350692;3615731832737;Heathered Cable-Knit Sweater;;Dark Stone Grey Heather;"With its textural cable knit and heathered cotton construction, this sweater adds laid-back Polo style to any look.
";S
Women;Polo Ralph Lauren;SWEATERS;1350692;3615731832720;Heathered Cable-Knit Sweater;;Dark Stone Grey Heather;"With its textural cable knit and heathered cotton construction, this sweater adds laid-back Polo style to any look.
";M
Women;Polo Ralph Lauren;SWEATERS;1350692;3615731832713;Heathered Cable-Knit Sweater;;Dark Stone Grey Heather;"With its textural cable knit and heathered cotton construction, this sweater adds laid-back Polo style to any look.
";L
Women;Polo Ralph Lauren;SWEATERS;1350692;3615731832744;Heathered Cable-Knit Sweater;;Dark Stone Grey Heather;"With its textural cable knit and heathered cotton construction, this sweater adds laid-back Polo style to any look.
";XL
Women;Polo Ralph Lauren;SWEATERS;1350692;3615731832768;Heathered Cable-Knit Sweater;#b9b7b4;Dark Stone Grey Heather;"With its textural cable knit and heathered cotton construction, this sweater adds laid-back Polo style to any look.
";XXL
Women;Polo Ralph Lauren;SWEATERS;1350699;3615733346300;Cotton Long-Sleeve Sweater;#1f253b;Hunter Navy;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;XS
Women;Polo Ralph Lauren;SWEATERS;1350699;3615733346287;Cotton Long-Sleeve Sweater;;Hunter Navy;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;S
Women;Polo Ralph Lauren;SWEATERS;1350699;3615733346270;Cotton Long-Sleeve Sweater;;Hunter Navy;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;M
Women;Polo Ralph Lauren;SWEATERS;1350699;3615733346263;Cotton Long-Sleeve Sweater;;Hunter Navy;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;L
Women;Polo Ralph Lauren;SWEATERS;1350699;3615733346294;Cotton Long-Sleeve Sweater;#1f253b;Hunter Navy;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;XL
Women;Polo Ralph Lauren;SWEATERS;1350700;3615733346355;Cotton Long-Sleeve Sweater;;Dark Stone Grey Heather;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;XS
Women;Polo Ralph Lauren;SWEATERS;1350700;3615733346331;Cotton Long-Sleeve Sweater;;Dark Stone Grey Heather;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;S
Women;Polo Ralph Lauren;SWEATERS;1350700;3615733346324;Cotton Long-Sleeve Sweater;;Dark Stone Grey Heather;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;M
Women;Polo Ralph Lauren;SWEATERS;1350700;3615733346317;Cotton Long-Sleeve Sweater;;Dark Stone Grey Heather;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;L
Women;Polo Ralph Lauren;SWEATERS;1350700;3615733346348;Cotton Long-Sleeve Sweater;#d5d5d5;Dark Stone Grey Heather;Crafted from Pima cotton, this timeless long-sleeve sweater is knit in a fine-gauge stitch for lightweight comfort and an exquisitely soft hand.;XL
Women;Polo Ralph Lauren;SWEATERS;1350840;3615734582233;Cable-Knit Cotton Sweater;#1f253b;Hunter Navy;"With its textural cable knit and soft cotton construction, this crewneck sweater adds pure Polo style to any look.
";XXS
Women;Polo Ralph Lauren;SWEATERS;1350840;3615734582219;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this crewneck sweater adds pure Polo style to any look.
";XS
Women;Polo Ralph Lauren;SWEATERS;1350840;3615734582196;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this crewneck sweater adds pure Polo style to any look.
";S
Women;Polo Ralph Lauren;SWEATERS;1350840;3615734582189;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this crewneck sweater adds pure Polo style to any look.
";M
Women;Polo Ralph Lauren;SWEATERS;1350840;3615734582172;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this crewneck sweater adds pure Polo style to any look.
";L
Women;Polo Ralph Lauren;SWEATERS;1350840;3615734582202;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this crewneck sweater adds pure Polo style to any look.
";XL
Women;Polo Ralph Lauren;SWEATERS;1350840;3615734582226;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this crewneck sweater adds pure Polo style to any look.
";XXL
Women;Polo Ralph Lauren;SWEATERS;1350841;3615734582387;Cable-Knit Cotton Sweater;#1f253b;Hunter Navy;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XXS
Women;Polo Ralph Lauren;SWEATERS;1350841;3615734582363;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XS
Women;Polo Ralph Lauren;SWEATERS;1350841;3615734582349;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";S
Women;Polo Ralph Lauren;SWEATERS;1350841;3615734582332;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";M
Women;Polo Ralph Lauren;SWEATERS;1350841;3615734582325;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";L
Women;Polo Ralph Lauren;SWEATERS;1350841;3615734582356;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XL
Women;Polo Ralph Lauren;SWEATERS;1350841;3615734582370;Cable-Knit Cotton Sweater;;Hunter Navy;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XXL
Women;Polo Ralph Lauren;SWEATERS;1350842;3615734582455;Cable-Knit Cotton Sweater;#FFFFFF;White;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XXS
Women;Polo Ralph Lauren;SWEATERS;1350842;3615734582431;Cable-Knit Cotton Sweater;;White;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XS
Women;Polo Ralph Lauren;SWEATERS;1350842;3615734582417;Cable-Knit Cotton Sweater;;White;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";S
Women;Polo Ralph Lauren;SWEATERS;1350842;3615734582400;Cable-Knit Cotton Sweater;;White;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";M
Women;Polo Ralph Lauren;SWEATERS;1350842;3615734582394;Cable-Knit Cotton Sweater;;White;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";L
Women;Polo Ralph Lauren;SWEATERS;1350842;3615734582424;Cable-Knit Cotton Sweater;;White;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XL
Women;Polo Ralph Lauren;SWEATERS;1350842;3615734582448;Cable-Knit Cotton Sweater;;White;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XXL
Women;Polo Ralph Lauren;SWEATERS;1350843;3615734582523;Cable-Knit Cotton Sweater;#d5aeb5;Carmel Pink;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XXS
Women;Polo Ralph Lauren;SWEATERS;1350843;3615734582509;Cable-Knit Cotton Sweater;;Carmel Pink;"With its textural cable knit and soft cotton construction, this V-neck sweater adds pure Polo style to any look.
";XS
